代號,名稱,成交,漲跌 價,漲跌 幅,平均 EPS (元),22Q1 EPS (元),22Q2 EPS (元),22Q3 EPS (元),22Q4 EPS (元),23Q1 EPS (元),23Q2 EPS (元),23Q3 EPS (元),23Q4 EPS (元),24Q1 EPS (元),24Q2 EPS (元),24Q3 EPS (元),24Q4 EPS (元),17Q1 EPS (元),17Q2 EPS (元),17Q3 EPS (元),17Q4 EPS (元),18Q1 EPS (元),18Q2 EPS (元),18Q3 EPS (元),18Q4 EPS (元),19Q1 EPS (元),19Q2 EPS (元),19Q3 EPS (元),19Q4 EPS (元),季度,14Q1 EPS (元),14Q2 EPS (元),14Q3 EPS (元),14Q4 EPS (元),15Q1 EPS (元),15Q2 EPS (元),15Q3 EPS (元),15Q4 EPS (元),16Q1 EPS (元),16Q2 EPS (元),16Q3 EPS (元),16Q4 EPS (元)
2908,特力,19.55,0,0,0.17,0.52,0.18,0.29,-0.13,0.32,0.13,0.1,-0.03,0.26,0.2,0.15,0.06,,,,,,,,,,,,,,,,,,,,,,,,,
2910,統領,21,+0.3,+1.45,0.24,0.05,0.09,0.2,0.2,0.32,0.23,0.26,0.36,0.29,0.32,0.22,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
2912,統一超,254,-2.5,-0.97,2.52,2.09,2.36,2.58,1.89,2.71,2.46,2.92,2.12,2.83,3.23,2.87,2.17,,,,,,,,,,,,,,,,,,,,,,,,,
2915,潤泰全,53.6,-0.2,-0.37,3.21,6.15,8.61,10.53,-6.92,0.14,4.33,6.28,-3.56,4.28,3.64,3.2,1.88,,,,,,,,,,,,,,,,,,,,,,,,,
2923,鼎固-KY,20.05,+0.25,+1.26,0.09,0.83,-0.2,-0.24,-0.04,0.22,-0.2,0.04,0.26,0.37,-0.25,0.03,0.29,,,,,,,,,,,,,,,,,,,,,,,,,
2929,淘帝-KY,10.45,0,0,0.06,0.21,-0.63,2.11,-0.47,-0.08,-0.28,-0.14,-0.13,-0.09,-0.2,-0.01,0.45,,,,,,,,,,,,,,,,,,,,,,,,,
2945,三商家購,38,-0.1,-0.26,0.36,0.04,0.11,0.23,0.44,0.15,0.26,0.58,0.5,0.43,0.4,0.64,0.55,,,,,,,,,,,,,,,,,,,,,,,,,
3002,歐格,12.55,-0.35,-2.71,0.02,-0.06,-0.05,0.03,0.14,-0.15,0.11,0.06,0.08,-0.01,0.08,0.02,-0.03,,,,,,,,,,,,,,,,,,,,,,,,,
3003,健和興,50.5,+0.3,+0.6,1.1,1.59,1.75,1.72,0.7,0.85,1.06,1,0.59,0.94,1.19,0.8,0.96,,,,,,,,,,,,,,,,,,,,,,,,,
3004,豐達科,87.3,-0.7,-0.8,1.29,-0.44,0.94,1.04,1.31,1.27,1.09,1.61,1.81,1.92,1.73,1.31,1.94,,,,,,,,,,,,,,,,,,,,,,,,,
3005,神基,99.8,-0.2,-0.2,1.48,0.86,0.44,1.21,1.76,1.27,1.68,1.81,1.41,1.81,1.89,1.85,1.72,,,,,,,,,,,,,,,,,,,,,,,,,
3006,晶豪科,50.4,-0.1,-0.2,0.1,3.41,3.35,0.3,-3.34,-1.32,-0.36,-0.57,-2.12,-0.21,0.88,0.74,0.39,,,,,,,,,,,,,,,,,,,,,,,,,
3008,大立光,2165,-5,-0.23,41.49,41.3,37.06,61.01,30.15,24.64,27.69,44.6,37.2,45.79,33.7,49.67,65.01,,,,,,,,,,,,,,,,,,,,,,,,,
3010,華立,91.9,+0.2,+0.22,2.37,3.26,2.78,3.09,1.4,1.22,2.92,3.02,1.79,1.8,2.29,2.75,2.08,,,,,,,,,,,,,,,,,,,,,,,,,
3013,晟銘電,84.9,+0.4,+0.47,0.51,0.04,0.19,0.66,0.24,0.13,0.39,0.42,0.36,0.39,0.97,0.8,1.48,,,,,,,,,,,,,,,,,,,,,,,,,
3014,聯陽,126,-1.5,-1.18,2.29,2.51,1.83,1.93,1.28,2.12,2.72,2.93,2.09,2.45,2.51,3.08,2.06,,,,,,,,,,,,,,,,,,,,,,,,,
3015,全漢,49.8,-0.2,-0.4,0.77,0.71,0.81,1.71,0.63,0.45,0.67,1.98,0.1,0.61,0.44,0.96,0.15,,,,,,,,,,,,,,,,,,,,,,,,,
3016,嘉晶,31.7,-0.3,-0.94,0.32,0.64,0.74,0.7,0.3,0.11,0.15,0.15,0.15,0.14,0.52,0.16,0.1,,,,,,,,,,,,,,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 EPS (元),22Q1 EPS (元),22Q2 EPS (元),22Q3 EPS (元),22Q4 EPS (元),23Q1 EPS (元),23Q2 EPS (元),23Q3 EPS (元),23Q4 EPS (元),24Q1 EPS (元),24Q2 EPS (元),24Q3 EPS (元),24Q4 EPS (元),,,,,,,,,,,,,,,,,,,,,,,,,
3017,奇鋐,418.5,+3,+0.72,3.93,2.11,3.1,3.51,3.06,2.85,3.18,3.72,4.44,4.08,5.08,6.02,6.07,,,,,,,,,,,,,,,,,,,,,,,,,
3019,亞光,130,-1,-0.76,0.99,0.28,1,1.62,0.39,0.07,1.07,0.65,1,0.4,1.59,2.46,1.34,,,,,,,,,,,,,,,,,,,,,,,,,
3021,鴻名,17,-0.2,-1.16,0.34,0.56,0.43,0.59,0.36,0.31,0.53,0.08,0.36,0.33,0.37,0.21,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,
3022,威強電,79.2,-0.4,-0.5,2.08,1.39,1.87,3.46,1.72,2.14,1.95,2.76,0.97,2.67,1.43,1.67,2.96,,,,,,,,,,,,,,,,,,,,,,,,,
3023,信邦,204.5,-2.5,-1.21,3.39,2.9,3.22,3.58,2.53,3.75,3.82,3.66,2.51,3.8,3.9,3.95,3.05,,,,,,,,,,,,,,,,,,,,,,,,,
3024,憶聲,14.3,-0.05,-0.35,0.12,0.07,0.11,0.1,0.05,0.09,0.08,0.16,0.06,0.08,0.1,0.02,0.46,,,,,,,,,,,,,,,,,,,,,,,,,
3025,星通,49.4,-1.2,-2.37,0.63,0.29,0.35,0.24,0.07,0.61,0.45,0.48,1.36,0.63,0.61,1.55,0.89,,,,,,,,,,,,,,,,,,,,,,,,,
3026,禾伸堂,80.7,-0.3,-0.37,1.56,3.12,2.19,1.11,1.22,2.36,1.34,1.09,0.44,1.31,1.38,1.8,1.38,,,,,,,,,,,,,,,,,,,,,,,,,
3027,盛達,27.25,-0.4,-1.45,0.07,0.21,0.06,0.17,-0.03,-0.18,0.28,0.91,-0.42,0.3,-0.18,-0.48,0.14,,,,,,,,,,,,,,,,,,,,,,,,,
3028,增你強,30.65,-0.05,-0.16,0.62,1.1,0.98,0.65,0.58,0.52,0.52,0.86,0.14,0.34,0.43,0.43,0.89,,,,,,,,,,,,,,,,,,,,,,,,,
3029,零壹,115,0,0,1.15,0.97,0.92,1.25,0.89,1.17,0.98,1.26,1.1,1.29,1.26,1.33,1.39,,,,,,,,,,,,,,,,,,,,,,,,,
3030,德律,100,+0.5,+0.5,1.68,2.5,2.22,2.06,1.35,1.15,0.87,1.04,1.18,1.93,1.97,1.64,2.23,,,,,,,,,,,,,,,,,,,,,,,,,
3031,佰鴻,17.75,+0.35,+2.01,0.28,0.05,0.6,0.2,0.31,0.23,0.14,0.26,0.42,0.19,0.33,0.45,0.12,,,,,,,,,,,,,,,,,,,,,,,,,
3032,偉訓,61.8,-0.4,-0.64,1.11,0.65,0.94,0.89,0.79,0.86,1.75,1.62,1.19,1.4,1.92,0.62,0.67,,,,,,,,,,,,,,,,,,,,,,,,,
3033,威健,31.35,-0.2,-0.63,0.7,1.21,1.29,0.88,0.66,0.4,0.32,0.59,0.53,0.39,0.84,0.76,0.59,,,,,,,,,,,,,,,,,,,,,,,,,
3034,聯詠,491,0,0,9.81,18.3,13.95,7.07,6.64,7.81,11.29,10.46,8.76,8.04,8.86,8.64,7.89,,,,,,,,,,,,,,,,,,,,,,,,,
3035,智原,202,-10,-4.72,1.69,2.7,2.66,2.41,2.11,2.02,1.66,1.42,1.29,1.13,1,1.01,0.92,,,,,,,,,,,,,,,,,,,,,,,,,
3036,文曄,101,+1.5,+1.51,1.76,2.77,2.25,2.34,1.34,0.82,0.79,1.45,1.18,1.57,1.7,2.54,2.33,,,,,,,,,,,,,,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 EPS (元),22Q1 EPS (元),22Q2 EPS (元),22Q3 EPS (元),22Q4 EPS (元),23Q1 EPS (元),23Q2 EPS (元),23Q3 EPS (元),23Q4 EPS (元),24Q1 EPS (元),24Q2 EPS (元),24Q3 EPS (元),24Q4 EPS (元),,,,,,,,,,,,,,,,,,,,,,,,,
3037,欣興,84.7,-0.5,-0.59,2.61,3.85,5.44,5.8,4.99,2.7,1.57,1.7,1.91,1.6,1.05,0.66,0.04,,,,,,,,,,,,,,,,,,,,,,,,,
3038,全台,22.9,+0.15,+0.66,0.65,0.52,0.79,1.02,0.49,0.6,0.86,0.91,0.44,0.79,0.57,0.49,0.35,,,,,,,,,,,,,,,,,,,,,,,,,
3040,遠見,43.85,-1.9,-4.15,0.28,0.35,0.32,0.77,0.16,0.12,0.25,0.39,0.26,0.16,0.21,0.12,0.25,,,,,,,,,,,,,,,,,,,,,,,,,
3042,晶技,86.6,-0.3,-0.35,1.77,2.16,2.72,2.75,1.43,0.93,1.35,1.94,1.32,1.73,1.67,1.5,1.74,,,,,,,,,,,,,,,,,,,,,,,,,
3043,科風,25.3,+0.35,+1.4,0.24,0.21,1.34,0.16,0.32,0.24,1.5,0,-1.8,0.37,-0.1,0.25,0.43,,,,,,,,,,,,,,,,,,,,,,,,,
3044,健鼎,172.5,+0.5,+0.29,3.27,2.75,2.79,3.09,3.16,2.16,1.84,4.07,3.46,3.5,3.78,4.42,4.24,,,,,,,,,,,,,,,,,,,,,,,,,
3045,台灣大,114.5,-3.5,-2.97,1.07,0.97,1.06,1,0.88,0.96,1.08,1.04,1.27,0.98,1.07,1.38,1.14,,,,,,,,,,,,,,,,,,,,,,,,,
3046,建碁,43.15,-0.45,-1.03,0.82,0.43,0.94,0.66,0.76,0.74,0.84,0.94,0.67,0.98,1.01,1.25,0.59,,,,,,,,,,,,,,,,,,,,,,,,,
3047,訊舟,19.85,-0.05,-0.25,0.14,0.15,0.47,0.6,0.07,0.02,0.09,0.02,-0.28,-0.29,0.4,0.35,0.04,,,,,,,,,,,,,,,,,,,,,,,,,
3050,鈺德,12.8,-0.05,-0.39,0.15,0.07,0,0.32,0.32,0.2,0.14,0.25,-0.09,0.42,0.06,0.18,-0.11,,,,,,,,,,,,,,,,,,,,,,,,,
3051,力特,27.45,+0.85,+3.2,0.47,0.65,1.07,0.9,-0.01,-0.08,0.2,0.46,0.44,0.59,0.34,0.49,0.6,,,,,,,,,,,,,,,,,,,,,,,,,
3052,夆典,10.7,0,0,0.26,0.24,0.22,0.27,0.32,0.26,0.29,0.22,0.27,0.28,0.22,0.24,0.25,,,,,,,,,,,,,,,,,,,,,,,,,
3056,富華新,36.65,+0.85,+2.37,1.42,-0.24,1.58,4.82,3.54,0.06,0.78,0.44,-0.14,-0.14,-0.06,-0.14,6.49,,,,,,,,,,,,,,,,,,,,,,,,,
3059,華晶科,33.3,-0.3,-0.89,0.34,0.46,0.34,0.46,0.42,0.24,0.33,0.39,0.31,0.28,0.28,0.28,0.31,,,,,,,,,,,,,,,,,,,,,,,,,
3060,銘異,21.1,+0.3,+1.44,-0.07,0.19,0.54,0.09,-0.53,-0.84,-0.39,0.09,-0.43,0.11,0.24,-0.32,0.42,,,,,,,,,,,,,,,,,,,,,,,,,
3062,建漢,21.4,0,0,-0.17,-0.29,-0.31,0.16,-0.68,-0.37,-0.3,-0.07,-0.22,0,0.06,0.02,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,
3090,日電貿,61.1,-0.7,-1.13,1.35,1.61,1.4,4.57,0.73,0.72,0.89,1.28,0.49,1.24,1.06,1.24,0.99,,,,,,,,,,,,,,,,,,,,,,,,,
3094,聯傑,22.9,-0.25,-1.08,0.14,0.25,0.22,0.23,0.14,0.18,0.25,0.12,0.07,0.02,0.04,0.01,0.1,,,,,,,,,,,,,,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 EPS (元),22Q1 EPS (元),22Q2 EPS (元),22Q3 EPS (元),22Q4 EPS (元),23Q1 EPS (元),23Q2 EPS (元),23Q3 EPS (元),23Q4 EPS (元),24Q1 EPS (元),24Q2 EPS (元),24Q3 EPS (元),24Q4 EPS (元),,,,,,,,,,,,,,,,,,,,,,,,,
3130,一零四,220.5,+1.5,+0.68,3.43,3.7,4.02,3.64,2.06,2.85,3.86,4.54,2.36,2.72,4.49,4.54,2.39,,,,,,,,,,,,,,,,,,,,,,,,,
3138,耀登,79.4,+0.5,+0.63,1.2,0.62,0.81,1.96,3.5,1.1,0.91,1.55,0.86,0.33,0.86,1.04,0.82,,,,,,,,,,,,,,,,,,,,,,,,,
3150,鈺寶-創,22,0,0,0.2,,1.7,0.41,0.04,0.02,0.01,-0.25,-0.49,-0.03,0.43,0.35,-0.03,,,,,,,,,,,,,,,,,,,,,,,,,
3164,景岳,19.15,-0.15,-0.78,0.14,0.27,0.14,0.09,0.16,0.1,0.03,0.28,-0.02,0.4,0.17,0.07,0.02,,,,,,,,,,,,,,,,,,,,,,,,,
3167,大量,64.7,+0.5,+0.78,0.46,1.13,2.71,0.21,-0.15,-0.29,0.08,0.11,0.26,-0.19,0.31,0.52,0.85,,,,,,,,,,,,,,,,,,,,,,,,,
3168,眾福科,46.5,-0.25,-0.53,1.19,,2.98,1.56,1.54,1.13,1.1,1.19,0.6,0.69,0.88,0.76,0.62,,,,,,,,,,,,,,,,,,,,,,,,,
3189,景碩,70.2,+0.7,+1.01,1.31,3.39,4.65,4.79,2.64,0.02,0.04,-0.76,0.84,0.05,0.2,0.41,-0.56,,,,,,,,,,,,,,,,,,,,,,,,,
3209,全科,35.55,0,0,0.89,1.22,1.62,1.4,0.77,0.56,0.48,1.01,0.58,0.51,0.82,1.05,0.64,,,,,,,,,,,,,,,,,,,,,,,,,
3229,晟鈦,13.05,-0.4,-2.97,-0.08,-0.26,-0.05,-0.09,-0.34,0.01,-0.23,0,-0.17,0.04,0.26,-0.19,0.03,,,,,,,,,,,,,,,,,,,,,,,,,
3231,緯創,100.5,+0.8,+0.8,1.18,-0.31,1.53,1.33,1.46,0.06,1.16,1.67,1.19,1.24,1.55,1.47,1.86,,,,,,,,,,,,,,,,,,,,,,,,,
3257,虹冠電,44.85,-0.1,-0.22,0.58,0.84,0.57,0.08,-0.08,0.38,1.02,1.12,0.6,0.78,0.8,0.52,0.35,,,,,,,,,,,,,,,,,,,,,,,,,
3266,昇陽,15.8,-0.15,-0.94,0.37,0.68,-0.12,-0.03,0.04,0.04,-0.01,1.07,0.84,0.44,-0.12,0.13,1.48,,,,,,,,,,,,,,,,,,,,,,,,,
3296,勝德,19.85,-0.05,-0.25,-0.09,-0.69,0.15,0.28,-0.42,-0.46,-0.43,0.04,-0.06,0.04,0.01,-0.04,0.49,,,,,,,,,,,,,,,,,,,,,,,,,
3305,昇貿,52.2,+1.3,+2.55,0.74,2.87,1.03,0.42,-0.33,0.31,0.69,0.58,0.16,0.81,0.84,0.95,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
3308,聯德,15.9,+0.1,+0.63,0.6,-0.29,-0.12,0.26,0.43,5.24,0.86,0.77,-0.94,0.13,0.05,0.54,0.27,,,,,,,,,,,,,,,,,,,,,,,,,
3311,閎暉,39.3,+0.35,+0.9,0.34,0.3,0.46,0.49,0.22,0.28,0.55,0.52,0.4,0.34,0.4,-0.55,0.63,,,,,,,,,,,,,,,,,,,,,,,,,
3312,弘憶股,43,+0.15,+0.35,0.63,1,0.63,0.65,0.89,0.38,0.18,0.91,0.51,0.58,0.74,0.31,0.75,,,,,,,,,,,,,,,,,,,,,,,,,
3338,泰碩,46.05,-0.15,-0.32,0.73,0.71,0.89,0.91,0.53,0.3,0.74,0.98,0.76,0.77,0.85,0.47,0.91,,,,,,,,,,,,,,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 EPS (元),22Q1 EPS (元),22Q2 EPS (元),22Q3 EPS (元),22Q4 EPS (元),23Q1 EPS (元),23Q2 EPS (元),23Q3 EPS (元),23Q4 EPS (元),24Q1 EPS (元),24Q2 EPS (元),24Q3 EPS (元),24Q4 EPS (元),,,,,,,,,,,,,,,,,,,,,,,,,
3346,麗清,28.45,-0.55,-1.9,0.46,0.16,-1.37,0.56,0.99,0.28,0.6,0.86,1.1,0.26,0.72,0.65,0.72,,,,,,,,,,,,,,,,,,,,,,,,,
3356,奇偶,50.3,-0.7,-1.37,0.95,0.58,-0.24,0.48,0.37,1,1.05,0.34,0.81,2.59,2.28,0.15,2.01,,,,,,,,,,,,,,,,,,,,,,,,,
3376,新日興,192,+8,+4.35,1.68,1.71,2.2,3.91,0.84,0.67,1.05,1.6,0.98,1.68,2.18,1.77,1.58,,,,,,,,,,,,,,,,,,,,,,,,,
3380,明泰,25.7,+0.15,+0.59,0.26,0.25,0.45,0.58,0.41,0.32,0.44,0.15,0.1,0.12,0.49,-0.05,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,
3406,玉晶光,358.5,-5.5,-1.51,7.89,2.9,3.32,15.34,7.5,2.11,0.99,13.92,10.24,9.65,8.87,12.22,7.61,,,,,,,,,,,,,,,,,,,,,,,,,
3413,京鼎,249.5,+0.5,+0.2,5.89,5.93,6.26,8.14,4.43,4.15,6.27,4.87,5.2,5.52,6.75,5.52,7.62,,,,,,,,,,,,,,,,,,,,,,,,,
3416,融程電,130,-3,-2.26,1.66,1.19,1.28,2.24,1.52,1.51,1.96,2.05,1.15,1.7,1.7,2.01,1.63,,,,,,,,,,,,,,,,,,,,,,,,,
3443,創意,992,+26,+2.69,6.63,4.07,5.67,7.9,10.05,6.97,6.26,7.63,5.31,4.94,6.78,7.71,6.32,,,,,,,,,,,,,,,,,,,,,,,,,
3447,展達,47.85,+0.15,+0.31,0.34,0.43,0.27,1.7,1.35,0.72,-0.04,-0.17,-1.36,-0.35,-0.2,1.17,0.59,,,,,,,,,,,,,,,,,,,,,,,,,
3450,聯鈞,195.5,-4,-2.01,0.38,0.43,0.51,0.6,-0.22,-0.28,-0.09,-0.14,-0.01,0.31,0.47,1.04,2,,,,,,,,,,,,,,,,,,,,,,,,,
3454,晶睿,107,-2,-1.83,1.43,1.17,1.57,2.56,2.81,1.52,1.48,1.68,0.97,0.02,0.3,1.11,1.99,,,,,,,,,,,,,,,,,,,,,,,,,
3481,群創,13.65,+0.1,+0.74,-0.33,0.18,-0.45,-1.27,-1.22,-0.82,-0.6,-0.21,-0.35,-0.45,0.12,0.05,1.06,,,,,,,,,,,,,,,,,,,,,,,,,
3501,維熹,56.2,-0.3,-0.53,1.4,0.97,1.54,2.82,1.09,0.79,1.22,1.4,0.89,1.6,1.55,0.99,1.98,,,,,,,,,,,,,,,,,,,,,,,,,
3515,華擎,165.5,+2,+1.22,2.23,5,2.02,1.46,0.19,1.03,1.3,2.53,2.68,2.53,2.17,2.5,3.37,,,,,,,,,,,,,,,,,,,,,,,,,
3528,安馳,69.4,+6.3,+9.98,0.91,1.26,1.76,0.79,1.85,0.8,0.04,-0.27,0.54,0.86,1.59,0.9,0.84,,,,,,,,,,,,,,,,,,,,,,,,,
3532,台勝科,74.2,+0.4,+0.54,2.06,2.58,3.3,3.98,2.57,2.28,2.55,2.43,1.65,0.99,0.89,0.45,1.01,,,,,,,,,,,,,,,,,,,,,,,,,
3533,嘉澤,1140,-5,-0.44,16.03,13.04,14.22,17.92,13.64,10.96,11.56,16.77,11.41,18.57,20,18.33,25.95,,,,,,,,,,,,,,,,,,,,,,,,,
3535,晶彩科,31.2,-0.6,-1.89,0.32,1.09,1.03,1.36,0.1,-0.01,-0.45,0.67,-0.63,-0.13,1.38,-0.31,-0.25,,,,,,,,,,,,,,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 EPS (元),22Q1 EPS (元),22Q2 EPS (元),22Q3 EPS (元),22Q4 EPS (元),23Q1 EPS (元),23Q2 EPS (元),23Q3 EPS (元),23Q4 EPS (元),24Q1 EPS (元),24Q2 EPS (元),24Q3 EPS (元),24Q4 EPS (元),,,,,,,,,,,,,,,,,,,,,,,,,
3545,敦泰,62.6,+1.7,+2.79,-0.41,3.57,0.44,-13.57,0.15,0.25,0.51,0.61,0.38,0.54,0.51,0.79,0.86,,,,,,,,,,,,,,,,,,,,,,,,,
3557,嘉威,46.65,-0.7,-1.48,1.56,3.02,1.06,1.19,1.77,2,0.64,1.14,1.03,3.62,1,1.08,1.14,,,,,,,,,,,,,,,,,,,,,,,,,
3563,牧德,390,-0.5,-0.13,2.31,4.07,3.73,3.09,2.46,3.5,3.61,2.14,-0.43,0.5,1.52,0.59,2.91,,,,,,,,,,,,,,,,,,,,,,,,,
3583,辛耘,250.5,+1.5,+0.6,2.23,1.51,1.89,1.89,1.79,1.81,1.92,2.09,2.27,2.61,2.82,3,3.11,,,,,,,,,,,,,,,,,,,,,,,,,
3588,通嘉,48.05,+1.65,+3.56,0.44,1.81,1.01,0.19,-0.15,-0.3,-0.23,0.43,0.59,0.18,0.75,0.78,0.18,,,,,,,,,,,,,,,,,,,,,,,,,
3591,艾笛森,18.3,-0.1,-0.54,0.13,0.13,0.12,0.15,-0.21,0.1,0.1,0.11,0.05,0.19,0.32,0.22,0.27,,,,,,,,,,,,,,,,,,,,,,,,,
3592,瑞鼎,324,-1.5,-0.46,8.17,21.05,17.84,7.28,5.23,2.21,5.55,5.82,5.44,7.28,7.8,7.08,5.51,,,,,,,,,,,,,,,,,,,,,,,,,
3596,智易,213,-6,-2.74,2.62,1.8,1.95,2.6,2.86,2.25,2.61,3.12,3,2.82,2.66,2.98,2.81,,,,,,,,,,,,,,,,,,,,,,,,,
3605,宏致,48.35,+0.45,+0.94,0.19,1.22,0.89,0.8,-1.23,-1.21,-0.34,0.24,-0.68,0.02,0.5,0.96,1.05,,,,,,,,,,,,,,,,,,,,,,,,,
3607,谷崧,14.6,0,0,-0.2,-0.81,-0.55,-0.35,-0.52,-0.3,-0.3,0.26,-0.02,-0.39,0.29,-0.17,0.44,,,,,,,,,,,,,,,,,,,,,,,,,
3617,碩天,260,0,0,4.66,1.59,4.32,6.03,2.18,2.44,5.81,5.51,3.21,5.49,6.77,5.34,7.28,,,,,,,,,,,,,,,,,,,,,,,,,
3622,洋華,48.15,0,0,0.94,0.28,0.67,1.54,0.26,0.39,0.51,1.85,1,1.07,0.94,2.02,0.73,,,,,,,,,,,,,,,,,,,,,,,,,
3645,達邁,50.3,-0.6,-1.18,0.16,0.92,0.95,-0.45,-0.29,-0.78,-0.15,0.5,-0.63,0.22,0.91,0.49,0.18,,,,,,,,,,,,,,,,,,,,,,,,,
3652,精聯,29.35,+0.55,+1.91,0.25,0.32,0.42,0.35,0.13,0.06,0.23,0.26,-0.01,0.16,0.43,0.26,0.4,,,,,,,,,,,,,,,,,,,,,,,,,
3653,健策,940,+32,+3.52,5.1,3.8,5.38,6.03,5.2,3.63,4.14,5.38,3.46,5.06,6.02,5.39,7.71,,,,,,,,,,,,,,,,,,,,,,,,,
3661,世芯-KY,2215,+45,+2.07,12.74,6.32,6.01,6.2,7.2,8.09,10.16,12.03,15.31,15.83,20.05,22.46,23.17,,,,,,,,,,,,,,,,,,,,,,,,,
3665,貿聯-KY,496.5,+10.5,+2.16,5.43,3.5,7.84,7.64,6.01,4.01,2.75,4.54,3.15,3.56,6.13,7.07,8.99,,,,,,,,,,,,,,,,,,,,,,,,,
3669,圓展,34.15,-0.9,-2.57,0.69,0.88,1.45,1.05,0.2,-0.22,1.82,0.67,0.42,0.2,0.91,0.7,0.24,,,,,,,,,,,,,,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 EPS (元),22Q1 EPS (元),22Q2 EPS (元),22Q3 EPS (元),22Q4 EPS (元),23Q1 EPS (元),23Q2 EPS (元),23Q3 EPS (元),23Q4 EPS (元),24Q1 EPS (元),24Q2 EPS (元),24Q3 EPS (元),24Q4 EPS (元),,,,,,,,,,,,,,,,,,,,,,,,,
3673,TPK-KY,30.4,0,0,0.25,0.58,0.16,0.55,0.05,0.25,0.08,0.18,0.01,0.29,0.87,0.49,-0.48,,,,,,,,,,,,,,,,,,,,,,,,,
3679,新至陞,131.5,+0.5,+0.38,2.75,2.28,2.96,5.52,0.56,0.28,4.35,2.82,0.32,4.33,2.84,1.59,5.1,,,,,,,,,,,,,,,,,,,,,,,,,
3694,海華,43.65,-0.6,-1.36,0.57,0.03,0.08,1.28,0.54,0.2,0.73,0.87,0.38,0.37,0.83,0.93,0.62,,,,,,,,,,,,,,,,,,,,,,,,,
3701,大眾控,28.75,+0.15,+0.52,0.32,0.44,0.65,0.65,0.49,0.12,0.7,0.87,-0.18,0.21,0.09,-0.1,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,
3702,大聯大,64.6,-0.6,-0.92,1.22,2.05,1.49,1.64,0.84,0.41,1.14,0.95,2.09,1.16,0.73,1.22,0.96,,,,,,,,,,,,,,,,,,,,,,,,,
3703,欣陸,24.35,-0.3,-1.22,0.58,1.5,1.14,0.57,0.3,0.26,0.7,0.58,0.55,0.12,0.79,0.68,-0.17,,,,,,,,,,,,,,,,,,,,,,,,,
3704,合勤控,30.45,+0.2,+0.66,0.72,0.74,0.17,1.88,1.09,1.17,0.77,0.73,0.72,0.11,0.32,-0.28,1.26,,,,,,,,,,,,,,,,,,,,,,,,,
3705,永信,66.1,-0.6,-0.9,0.89,0.84,1.03,0.96,0.32,0.65,0.77,0.91,0.79,1,1.25,0.82,1.31,,,,,,,,,,,,,,,,,,,,,,,,,
3706,神達,50.3,-0.9,-1.76,1.04,0.44,0.44,7.17,-0.29,0.13,0.59,0.52,0.25,0.57,0.92,0.95,0.84,,,,,,,,,,,,,,,,,,,,,,,,,
3708,上緯投控,70.4,-0.1,-0.14,2.09,0.63,1.1,6.46,1.19,0.2,7.11,5.66,-0.08,0.77,0.76,0.46,0.76,,,,,,,,,,,,,,,,,,,,,,,,,
3711,日月光投控,129.5,-4,-3,2.44,3.01,3.69,4.03,3.68,1.36,1.8,2.04,2.19,1.32,1.8,2.24,2.17,,,,,,,,,,,,,,,,,,,,,,,,,
3712,永崴投控,45,+0.3,+0.67,0.75,0.54,0.38,0.86,0.37,-0.02,0.06,1.13,1.14,0.75,1.02,1.57,1.23,,,,,,,,,,,,,,,,,,,,,,,,,
3715,定穎投控,39.9,-0.6,-1.48,0.78,0.6,0.63,0.44,0.31,0.34,0.85,1.51,0.91,1.02,1.23,0.93,0.61,,,,,,,,,,,,,,,,,,,,,,,,,
3716,中化控股,34.7,-0.05,-0.14,0.52,,,,,,,0.38,0.76,,,0.49,0.45,,,,,,,,,,,,,,,,,,,,,,,,,
4104,佳醫,88.5,+0.5,+0.57,1.18,1.19,0.99,1.36,1.06,1.3,1.11,1.12,1.21,1.19,1.42,1.06,1.18,,,,,,,,,,,,,,,,,,,,,,,,,
4106,雃博,21.25,+0.05,+0.24,0.35,0.3,0.51,0.59,0.19,0.5,0.5,0.24,0.26,0.4,0.21,0.08,0.46,,,,,,,,,,,,,,,,,,,,,,,,,
4119,旭富,70.3,-0.9,-1.26,0.88,0.43,1.47,0.51,0.83,0.67,1.86,0.33,-0.03,0.37,0.52,3.19,0.39,,,,,,,,,,,,,,,,,,,,,,,,,
4133,亞諾法,25.35,+0.2,+0.8,0.25,0.29,0.31,0.44,0.2,0.18,0.2,0.17,0.18,0.44,0.3,0.05,0.22,,,,,,,,,,,,,,,,,,,,,,,,,
